Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
1688695200000,30071.50,30134.90,30040.30,30093.60,8550.083,257229328.45570,94157,4531.492,136331441.36420
1688698800000,30093.50,30154.90,30050.60,30122.10,7197.638,216664524.31716,83283,3550.269,106880105.43176
1688702400000,30122.10,30163.80,30063.40,30075.90,7095.496,213600960.66520,80772,3352.305,100923783.99600
1688706000000,30076.00,30297.30,30041.50,30196.00,17926.566,541375008.45310,153198,10335.558,312152618.87300
1688709600000,30196.10,30228.00,30080.60,30106.10,12548.756,378194513.70430,110763,5476.431,165067804.25260
1688713200000,30106.20,30126.80,29904.40,29992.90,17109.226,513738449.57754,139868,7098.122,213174312.22210
1688716800000,29992.90,30095.00,29957.60,30039.20,11238.693,337547645.45330,107506,6453.419,193835683.64050
1688720400000,30039.20,30176.30,30036.20,30119.90,8651.156,260566654.12092,91497,5119.117,154172675.93442
1688724000000,30120.00,30157.90,30070.20,30152.90,8951.328,269548216.98150,79915,4441.302,133756227.88900
1688727600000,30152.90,30188.80,30080.00,30104.00,8962.184,270085378.36200,91703,3992.532,120336057.96840
1688731200000,30103.90,30366.00,30012.10,30190.50,45600.486,1376537854.32876,304647,22558.169,681094996.03674
1688734800000,30190.40,30378.00,30112.00,30367.30,22218.520,672256749.02256,193549,11265.906,340929733.73866
1688738400000,30367.20,30430.00,30243.10,30395.60,25507.785,773832400.15690,222201,11887.180,360669830.25040
1688742000000,30395.60,30415.80,30290.10,30375.40,12069.455,366295322.40320,124045,5809.420,176313889.14060
1688745600000,30375.50,30443.60,30298.80,30342.30,12650.284,384081991.87420,127222,6138.239,186388297.38560
1688749200000,30342.30,30353.70,30162.60,30226.60,15550.132,470496140.51846,125499,7035.526,212858490.54650
1688752800000,30226.70,30242.00,30100.00,30155.00,11037.756,333101430.60126,107536,5607.674,169253490.82290
1688756400000,30155.00,30232.10,30120.00,30227.90,6976.332,210571267.00550,76873,4020.235,121350449.10820
1688760000000,30227.80,30292.90,30197.10,30248.80,6458.346,195296101.56730,69049,3678.551,111240850.58270
1688763600000,30248.80,30337.00,30248.80,30276.70,5760.135,174509511.16320,62241,2940.528,89083361.92940
1688767200000,30276.60,30333.50,30270.00,30292.60,3733.618,113119764.76730,46800,1672.579,50676147.09670
1688770800000,30292.70,30335.60,30263.50,30327.90,3787.774,114787830.73930,46551,1664.668,50451336.25470
1688774400000,30328.00,30332.60,30258.20,30274.80,4398.354,133245461.25150,47225,1631.186,49415806.49830
1688778000000,30274.70,30290.00,30240.00,30290.00,3923.921,118756286.08390,41513,1983.828,60041953.75130
1688781600000,30290.00,30380.00,30265.60,30340.90,7126.507,216069352.33246,64963,4259.729,129158805.99066
1688785200000,30340.80,30350.00,30257.30,30260.00,4825.562,146182741.04440,50005,1967.568,59602145.95920
1688788800000,30260.00,30269.20,30210.00,30227.00,6455.545,195212676.59420,57558,2631.050,79559205.45190
1688792400000,30227.00,30228.70,30170.40,30224.10,7653.273,231139914.42876,62675,3474.882,104950519.27840
1688796000000,30224.00,30242.90,30122.00,30161.30,7965.436,240394297.92346,73490,3386.796,102229658.09970
1688799600000,30161.30,30207.90,30154.30,30174.80,4520.329,136439324.39000,48424,2431.610,73396547.31800
1688803200000,30174.80,30315.00,30172.70,30261.90,11194.446,338706067.45790,86543,7208.331,218100898.09880
1688806800000,30261.90,30273.10,30210.90,30237.00,3717.364,112413519.47410,47687,1784.200,53957027.65150
1688810400000,30237.00,30242.20,30206.00,30210.50,2439.357,73723373.09040,37029,1032.484,31204716.15610
1688814000000,30210.60,30218.00,30135.30,30185.30,8034.574,242454572.48240,81551,3545.953,107011173.72200
1688817600000,30185.30,30200.00,30132.50,30154.70,5916.531,178507040.67720,60637,2925.790,88282407.77920
1688821200000,30154.70,30224.50,30154.70,30191.90,3853.259,116361066.08520,47607,2261.621,68293552.18550
1688824800000,30191.90,30217.30,30175.00,30192.80,2890.631,87281783.59600,44060,1406.850,42481178.18660
1688828400000,30192.80,30212.00,30166.20,30196.70,2701.382,81555028.45050,43981,1342.210,40521423.41470
1688832000000,30196.80,30313.00,30192.50,30245.40,10534.167,318691074.10040,93804,6252.632,189164996.57520
1688835600000,30245.50,30269.60,30224.50,30240.80,4206.853,127232375.26200,47309,2227.979,67386679.22500
1688839200000,30240.80,30240.80,30171.40,30189.00,4783.468,144464198.50690,47494,2199.433,66421533.46070
1688842800000,30189.00,30189.10,30026.80,30100.00,12318.148,370693305.72320,115553,5820.908,175168603.36400
1688846400000,30100.00,30149.40,30037.50,30140.00,6235.884,187684065.81960,75049,3327.115,100150932.12610
1688850000000,30140.00,30184.70,30132.30,30173.00,3542.775,106850297.88010,45490,1872.541,56475391.34150
1688853600000,30173.10,30216.20,30151.20,30212.00,3031.691,91498217.08350,45634,1507.187,45489957.04110
1688857200000,30212.00,30280.00,30199.90,30269.30,6465.036,195508111.77220,70208,3244.595,98130222.89660
1688860800000,30269.20,30342.30,30232.10,30323.90,8373.726,253636096.17910,83793,4572.190,138507120.76740
1688864400000,30323.90,30397.00,30271.40,30320.40,11130.917,337768159.34636,110598,4725.314,143415290.11706
1688868000000,30320.40,30350.40,30246.40,30287.90,5955.264,180440447.34020,67357,2539.702,76952941.69530
1688871600000,30287.90,30308.50,30241.70,30277.60,4078.626,123509455.49330,46236,2099.731,63587679.11190
1688875200000,30277.60,30287.60,30258.10,30266.30,2388.820,72314494.13440,39096,1152.690,34895504.16640
1688878800000,30266.40,30289.10,30242.10,30249.40,3190.005,96558270.00510,43209,1535.488,46479399.29790
1688882400000,30249.30,30258.00,30220.80,30242.20,3617.728,109394010.89260,48275,1794.761,54271134.28960
1688886000000,30242.30,30273.00,30218.20,30250.00,3774.165,114161170.04350,41823,2139.667,64721256.50160
1688889600000,30250.00,30300.00,30249.90,30291.90,4020.957,121736062.93210,44935,2150.313,65100367.46340
1688893200000,30291.80,30291.90,30219.10,30260.30,3404.574,103010033.09090,39389,1333.136,40336539.27850
1688896800000,30260.30,30288.20,30242.30,30250.00,3061.872,92667574.15730,38060,1573.537,47625868.80610
1688900400000,30250.10,30280.30,30227.00,30257.30,3344.097,101160699.84270,38308,1661.107,50249249.74300
1688904000000,30257.20,30338.80,30233.90,30320.00,7941.681,240543500.32350,80988,4758.729,144124125.64270
1688907600000,30320.00,30338.30,30239.00,30248.00,7332.819,222106463.12880,83521,2952.501,89431781.18930
1688911200000,30247.90,30443.40,30163.60,30328.00,26848.795,813466197.93154,222698,13822.973,418889459.20798
1688914800000,30328.00,30383.10,30260.30,30336.80,10242.835,310636137.56180,112789,5010.266,151953159.89220
1688918400000,30336.90,30336.90,30263.00,30276.20,5577.417,168960181.61540,70923,2660.196,80585549.87150
1688922000000,30276.20,30281.60,30236.40,30279.70,6826.988,206559365.44850,68313,2875.243,86998433.41920
1688925600000,30279.80,30292.90,30240.60,30246.30,3165.052,95787896.74530,46740,1701.575,51502594.70290
1688929200000,30246.30,30254.40,30180.00,30227.70,5344.490,161507436.74500,60227,2472.559,74722656.86620
1688932800000,30227.70,30238.30,30089.00,30176.40,8455.187,255068051.73552,88459,3569.665,107710054.34130
1688936400000,30176.40,30197.40,30117.90,30142.70,5451.231,164425303.35980,63528,2698.962,81412713.24590
1688940000000,30142.60,30187.00,30042.00,30160.30,13524.781,407182890.12920,126219,6761.162,203591768.83600
1688943600000,30160.20,30171.40,30106.00,30147.80,5244.236,158085311.05550,58541,2391.417,72088305.82340
1688947200000,30147.80,30219.40,29928.80,30077.70,33226.596,998620973.03786,259107,15753.549,473533581.06972
1688950800000,30077.70,30128.00,30019.50,30034.00,8977.482,269944148.37870,94616,4547.611,136748731.88600
1688954400000,30034.10,30218.90,30032.00,30187.10,9043.219,272526436.12980,97093,5010.407,150979379.50050
1688958000000,30187.20,30235.00,30137.60,30144.90,6068.670,183168381.36790,74077,2855.637,86199319.19340
1688961600000,30145.00,30151.00,30102.00,30108.50,4752.430,143175454.48510,55749,2222.668,66963061.34800
1688965200000,30108.40,30134.80,30067.00,30068.00,5229.340,157384320.26580,62236,2571.051,77386152.97820
1688968800000,30068.10,30111.20,30034.20,30074.00,6890.684,207199702.09530,76570,3403.842,102358227.99470
1688972400000,30073.90,30125.70,30066.10,30100.00,6012.545,180959703.40590,65433,3128.048,94144760.33290
1688976000000,30100.00,30105.10,29966.60,30085.10,9308.474,279780075.15770,97934,4164.796,125215063.30680
1688979600000,30085.00,30194.30,30020.10,30126.90,14443.023,434940472.53756,125839,7824.669,235649384.22866
1688983200000,30127.20,30220.80,30127.20,30173.10,7083.033,213758523.94740,79764,3798.637,114644433.58450
1688986800000,30173.00,30233.10,30161.30,30221.50,6930.183,209245698.70200,67002,3623.872,109425519.51040
1688990400000,30221.60,30275.40,30131.00,30147.00,13695.586,413683090.79539,119209,6270.637,189405970.33519
1688994000000,30147.10,30323.70,30142.00,30195.00,17927.466,542021728.72730,155058,9112.986,275536526.04930
1688997600000,30195.00,30359.70,30180.00,30296.80,19948.057,603736594.75756,168530,10806.720,327084966.41156
1689001200000,30296.80,30312.20,30225.20,30297.60,10617.905,321436094.51240,105641,5231.359,158372649.03440
1689004800000,30297.50,30377.40,30223.50,30336.00,12685.022,384261684.47110,110867,6360.217,192705806.15820
1689008400000,30336.00,30354.70,30240.80,30264.40,8382.232,254026561.26500,86049,3691.947,111892777.86590
1689012000000,30264.40,30556.00,30250.60,30519.30,27452.814,835391523.13548,213605,15740.184,479016673.97368
1689015600000,30519.30,30830.00,30478.80,30824.50,43347.827,1328612126.93507,341827,23866.974,731672138.01307
1689019200000,30824.50,31040.00,30759.00,30773.20,64581.070,1995004603.88679,454289,32519.822,1004704655.07855
1689022800000,30773.30,30799.20,30100.00,30282.70,45010.302,1373833287.24440,320651,19120.885,583816162.90020
1689026400000,30282.80,30385.10,30159.70,30332.10,35966.091,1088791951.39046,290893,18082.119,547415527.75286
1689030000000,30332.00,30407.50,30320.00,30396.90,11535.486,350294739.35530,119174,5867.637,178194255.94100
1689033600000,30396.90,30495.10,30348.70,30405.60,16224.995,493420225.09015,142920,7963.167,242219940.55605
1689037200000,30405.60,30599.00,30385.20,30572.10,12759.096,389215931.90426,134275,7633.138,232880683.37616
1689040800000,30572.10,30593.70,30442.00,30472.50,8159.060,248906181.72810,88871,3321.391,101324705.82060
1689044400000,30472.60,30485.00,30382.40,30461.00,8038.909,244681376.58270,78880,3628.300,110437568.97800
1689048000000,30460.90,30490.70,30421.90,30429.80,5966.686,181759951.56790,62474,2810.769,85625677.28830
1689051600000,30429.90,30462.20,30416.40,30443.90,3892.665,118485282.28400,52915,2106.839,64132429.71430
1689055200000,30443.90,30660.00,30436.90,30621.80,15840.352,484044491.46040,143353,9349.399,285697459.71500
1689058800000,30621.90,30641.80,30518.00,30528.50,11339.359,346699786.77090,101857,5458.339,166895454.96000
1689062400000,30528.60,30557.80,30472.50,30482.10,7428.139,226666669.74650,79968,3259.423,99473433.47100
1689066000000,30482.10,30497.70,30325.00,30435.50,20177.098,613359609.74896,164290,9800.113,297921014.06730
1689069600000,30435.40,30435.50,30352.00,30385.00,6042.574,183655507.25850,74595,2874.043,87353276.93460
1689073200000,30385.00,30446.00,30375.00,30391.30,5305.791,161318752.35490,69499,2791.231,84869507.97470
1689076800000,30391.40,30429.10,30360.10,30420.90,7106.312,215979782.46050,82537,3578.192,108757651.08960
1689080400000,30421.00,30480.00,30261.40,30435.30,18595.734,565069884.57710,174749,8698.341,264368962.12830
1689084000000,30435.30,30587.00,30360.10,30515.00,24511.065,747055242.97826,250343,12211.437,372234928.33836
1689087600000,30514.90,30804.90,30459.00,30585.50,47981.721,1469085126.66064,387423,24842.490,760745274.06123
1689091200000,30585.50,30684.60,30489.70,30631.00,17582.260,537681794.49780,175996,8630.614,263975416.48180
1689094800000,30631.10,30655.00,30529.90,30565.40,11543.442,353227311.21030,125123,5341.291,163447187.99850
1689098400000,30565.40,30565.50,30383.90,30461.60,14413.688,439039039.95340,140195,6795.025,206967311.21870
1689102000000,30461.50,30570.00,30443.60,30565.50,9152.336,279336144.24460,97821,5267.030,160746796.35630
1689105600000,30565.50,30622.70,30533.30,30561.10,7606.474,232591175.48290,83994,3407.101,104187550.33070
1689109200000,30561.00,30578.50,30493.00,30556.40,5213.948,159156855.43340,62864,2732.443,83409894.70030
1689112800000,30556.50,30596.70,30492.80,30571.90,6764.012,206603039.91210,69124,3701.371,113062146.22520
1689116400000,30571.90,30640.00,30571.80,30608.40,7259.031,222142815.17660,65110,3645.591,111566984.34010
1689120000000,30608.30,30618.90,30488.80,30500.00,8754.047,267441518.73730,84763,3767.317,115084605.30400
1689123600000,30499.90,30570.00,30485.00,30518.90,6555.837,200098464.55600,70516,3777.301,115296209.74740
1689127200000,30518.90,30672.00,30518.90,30599.00,9557.210,292414761.67650,79684,5696.540,174287187.80640
1689130800000,30599.00,30624.00,30564.90,30581.30,3617.299,110640368.46620,44199,1466.300,44848936.14890
1689134400000,30581.30,30624.00,30555.00,30623.90,5517.355,168793984.57760,45413,3157.085,96595631.62180
1689138000000,30623.90,30688.70,30600.00,30642.50,7630.501,233785961.15220,79001,3968.463,121600458.05020
1689141600000,30642.50,30786.00,30600.40,30706.60,17425.423,535182911.93875,160794,9210.925,282925057.71185
1689145200000,30706.60,30849.20,30699.00,30730.80,19690.812,605945694.56404,182645,10172.802,313042341.14424
1689148800000,30730.70,30750.60,30660.00,30720.50,11261.656,345798532.06260,113613,5731.959,176008344.19240
1689152400000,30720.50,30748.80,30670.00,30710.00,5755.926,176768698.21230,68731,3159.675,97041767.47170
1689156000000,30710.00,30710.10,30639.10,30671.90,6581.421,201895389.53260,67768,2805.706,86070028.21440
1689159600000,30671.90,30807.50,30644.20,30765.30,10058.847,309016099.78170,96522,6226.899,191300401.30960
1689163200000,30765.40,30980.50,30610.40,30709.30,69047.861,2127201082.96878,520845,33540.158,1033529591.64068
1689166800000,30709.20,30847.10,30450.00,30650.40,62426.378,1912663689.06081,443258,29535.405,905008779.45790
1689170400000,30650.30,30821.70,30639.20,30725.40,28895.744,888713569.17265,241886,14508.842,446234425.06115
1689174000000,30725.40,30796.40,30447.00,30510.20,38573.513,1179840301.54771,311189,17669.766,540482304.79830
1689177600000,30510.10,30529.00,30406.00,30474.10,25337.135,772043530.86610,219740,12691.208,386722079.43400
1689181200000,30474.10,30514.50,30410.50,30433.10,12093.913,368330060.17380,129431,6013.804,183173317.13360
1689184800000,30433.10,30525.20,30412.20,30508.50,9101.381,277381762.22740,98682,4917.298,149877810.57850
1689188400000,30508.60,30508.60,30186.00,30268.10,37929.035,1149213665.75869,285973,17064.384,516994457.77460
1689192000000,30268.10,30330.00,30220.50,30330.00,12520.577,379095717.68830,127948,6602.225,199914357.09530
1689195600000,30330.00,30360.00,30298.80,30338.30,6028.559,182852724.82670,67920,3255.133,98735355.05700
1689199200000,30338.30,30360.00,30317.90,30350.10,4135.053,125460148.15490,51286,2103.108,63809573.11540
1689202800000,30350.10,30408.80,30341.70,30368.90,6562.774,199323491.64500,65700,3373.521,102468300.22170
1689206400000,30368.90,30423.00,30326.00,30343.90,6759.445,205307958.94260,73332,3428.469,104143165.64720
1689210000000,30344.00,30388.00,30276.60,30373.00,7759.895,235397322.50270,85142,4075.664,123654425.80850
1689213600000,30373.00,30373.00,30305.00,30328.10,4140.033,125606557.05630,49214,2073.046,62897435.92030
1689217200000,30328.10,30335.50,30257.10,30283.70,7159.871,216882016.51610,75902,3267.677,98982492.21150
1689220800000,30283.60,30312.90,30233.00,30284.50,7429.866,224945038.45820,73776,3838.807,116235844.59990
1689224400000,30284.50,30315.00,30241.20,30308.10,5370.283,162628440.02230,59839,2854.839,86460710.24140
1689228000000,30308.00,30393.30,30289.60,30375.30,8615.705,261410922.10140,79470,5101.553,154794549.10570
1689231600000,30375.30,30414.00,30341.10,30355.10,7724.959,234696824.10610,77242,3552.292,107930667.77800
1689235200000,30355.10,30416.50,30328.20,30400.00,7670.705,232995570.97450,64307,4045.686,122891212.86910
1689238800000,30400.00,30597.50,30399.90,30560.20,27906.097,851206046.62721,204883,15592.901,475540771.60431
1689242400000,30560.10,30624.00,30503.20,30560.10,15950.863,487607578.70190,129129,7026.484,214820584.70960
1689246000000,30560.10,30584.00,30524.10,30530.60,8076.866,246755214.13550,79562,3897.254,119068480.24260
1689249600000,30530.60,30592.20,30446.40,30501.30,20021.805,611005067.42420,167887,9626.052,293777239.58170
1689253200000,30501.40,30683.30,30491.20,30646.70,17419.540,533049425.38560,156677,9103.737,278585062.14230
1689256800000,30646.70,30681.90,30450.00,30559.70,22715.918,693922882.95540,194190,10356.401,316359075.88570
1689260400000,30559.70,31205.30,30532.00,30915.40,116296.273,3592632641.12396,677454,62864.462,1942111007.74752
1689264000000,30915.50,30959.60,30700.00,30814.90,62688.432,1934249613.16715,446351,31119.444,960308237.48370
1689267600000,30814.80,31200.00,30771.50,31058.30,54524.876,1690947360.08302,396821,28566.084,885849315.86372
1689271200000,31058.20,31485.00,31050.00,31247.70,90591.222,2834151023.88064,615112,46165.218,1444256896.37268
1689274800000,31247.80,31850.00,31233.30,31600.60,84062.016,2655285317.84776,593821,45073.097,1423638360.11338
1689278400000,31600.50,31693.70,31269.60,31364.90,34592.060,1089174335.10699,270814,16075.856,506350748.62430
1689282000000,31364.90,31384.70,30993.80,31243.90,42446.320,1323783729.09753,290539,21621.531,674385514.53052
1689285600000,31243.90,31350.00,31183.80,31291.60,18864.592,590132014.01610,142169,9071.159,283787658.29710
1689289200000,31291.60,31483.90,31288.60,31441.70,17235.868,541112398.73790,139588,9344.202,293372914.90060
1689292800000,31441.60,31520.00,31354.00,31436.60,22603.097,710557835.37429,216174,11062.622,347837853.56509
1689296400000,31436.70,31498.40,31321.40,31410.10,14200.397,445800110.75170,146353,6802.266,213583453.52610
1689300000000,31410.00,31469.80,31369.60,31448.00,7971.861,250424229.65960,92838,3908.604,122793692.74710
1689303600000,31448.10,31640.00,31386.00,31445.40,15693.588,494311801.43666,159415,8140.183,256456548.62868
1689307200000,31445.40,31457.70,31355.20,31378.30,9223.505,289741316.23110,97905,3970.200,124732036.19520
1689310800000,31378.30,31394.90,31337.70,31354.30,6701.026,210153533.15810,76175,3390.847,106344186.20370
1689314400000,31354.20,31384.60,31275.20,31285.70,8363.316,261980399.81850,88329,3897.615,122112658.35590
1689318000000,31285.60,31334.00,31068.50,31096.00,22926.664,715139941.25893,195035,10785.842,336492170.66960
1689321600000,31095.90,31284.90,31076.50,31240.60,17086.549,533092390.65220,149385,9327.161,291022153.16900
1689325200000,31240.50,31240.60,31137.90,31183.50,8965.856,279644796.33040,92867,4430.783,138197120.90290
1689328800000,31183.60,31198.80,31085.70,31173.00,10185.001,317208122.83130,105331,5143.524,160200613.72880
1689332400000,31172.90,31233.00,31138.70,31206.40,7656.785,238826748.33160,86729,3817.682,119076538.93060
1689336000000,31206.40,31219.10,31105.50,31122.60,7586.271,236425193.27320,83445,3171.949,98858733.46080
1689339600000,31122.60,31283.70,31037.40,31251.00,21434.418,668150506.04150,194729,11228.872,350074206.08442
1689343200000,31251.00,31352.00,31168.00,31294.20,16277.156,508528109.54800,166991,8309.000,259630568.63170
1689346800000,31294.10,31364.90,31200.00,31236.50,14883.920,465652178.62250,151361,6828.819,213675263.49540
1689350400000,31236.60,31272.70,31040.50,31205.60,21600.503,673474116.65720,187228,10095.380,314818640.87672
1689354000000,31205.60,31206.00,30601.60,30674.90,67324.682,2080269286.38970,479093,28498.252,880646562.40730
1689357600000,30674.80,30760.00,30009.90,30074.70,117219.757,3553849618.52740,770788,53529.591,1623111760.56070
1689361200000,30074.60,30221.90,29876.60,30099.90,61266.083,1841961917.66306,436648,29233.599,879086301.52682
1689364800000,30099.90,30220.00,29965.00,30170.40,26805.482,806498934.71306,237447,13500.464,406211630.26716
1689368400000,30170.40,30252.90,30125.50,30224.40,12985.485,392181415.67419,135641,6304.957,190428928.24699
1689372000000,30224.40,30236.20,30180.00,30208.00,7079.209,213881924.69500,80367,3379.068,102094012.25550
1689375600000,30207.90,30299.90,30191.20,30293.30,12651.635,382835594.54390,103938,6263.038,189520439.59650
1689379200000,30293.30,30315.00,30220.20,30315.00,8385.861,253831041.75310,84887,3766.855,114032235.29480
1689382800000,30315.00,30380.00,30271.10,30323.00,9293.055,281857881.77836,76169,4775.773,144858987.14106
1689386400000,30323.00,30336.90,30272.90,30277.80,5447.026,165048261.54460,60616,2155.671,65318453.36470
1689390000000,30277.80,30324.80,30250.70,30276.00,6345.436,192182772.89910,61514,3043.408,92181211.11810
1689393600000,30276.00,30310.00,30275.10,30282.90,3238.080,98082910.67960,44121,1643.996,49799550.32780
1689397200000,30283.00,30298.90,30241.00,30279.00,3902.188,118116338.42780,47902,1663.460,50354510.49640
1689400800000,30279.00,30304.40,30250.90,30299.80,3722.245,112726755.62540,47845,2037.710,61713827.33000
1689404400000,30299.80,30349.70,30283.30,30317.60,7676.816,232779646.13930,70712,3873.938,117471014.48310
1689408000000,30317.70,30331.70,30258.90,30301.50,5071.555,153655773.01840,61497,2269.607,68766728.23130
1689411600000,30301.50,30339.30,30300.00,30334.50,2818.207,85443324.92560,43024,1507.418,45703712.94970
1689415200000,30334.60,30360.00,30286.70,30309.50,5092.143,154443353.36620,57860,2421.848,73459460.27350
1689418800000,30309.50,30327.80,30273.00,30298.50,4281.095,129708696.21610,53369,2051.168,62150675.67510
1689422400000,30298.50,30348.40,30298.40,30334.10,4034.262,122346172.58600,45357,2250.163,68239558.14830
1689426000000,30334.30,30337.40,30250.10,30310.50,6186.035,187415016.32030,65658,2707.945,82046260.49640
1689429600000,30310.60,30319.50,30263.20,30272.00,3841.289,116345807.72640,51211,1749.440,52989514.09060
1689433200000,30272.00,30307.20,30237.00,30290.50,5678.736,171936675.64570,61401,2844.080,86123485.63630
1689436800000,30290.40,30295.70,30238.10,30269.00,5898.507,178520043.66880,68665,2672.323,80880553.53740
1689440400000,30268.90,30300.80,30240.00,30271.70,3136.381,94958234.84490,41986,1549.686,46925266.38070
1689444000000,30271.70,30341.50,30270.10,30301.10,4707.157,142681019.87660,57210,2442.218,74027992.44150
1689447600000,30301.10,30333.70,30301.00,30309.70,2401.810,72819302.38910,35341,1263.445,38304601.11440
1689451200000,30309.70,30309.80,30276.00,30284.70,2698.643,81740548.82520,38128,1296.057,39257120.22770
1689454800000,30284.70,30292.10,30258.00,30288.70,2223.233,67311819.87570,34184,1054.585,31931163.28900
1689458400000,30288.80,30306.70,30257.90,30272.40,3348.376,101382721.71400,46172,1675.933,50744297.77630
1689462000000,30272.40,30280.50,30251.00,30276.40,2194.338,66414834.31060,35915,995.865,30142457.62720
1689465600000,30276.50,30297.40,30258.90,30289.90,2202.822,66699868.35770,36531,1135.632,34387423.11590
1689469200000,30289.90,30320.00,30243.40,30250.10,4659.218,141076163.72060,52142,2100.471,63607418.99160
1689472800000,30250.10,30325.00,30050.00,30239.20,28163.005,850030033.77512,211630,13272.189,400670041.71800
1689476400000,30239.20,30248.00,30161.40,30174.10,8004.539,241741238.13320,80165,3674.610,110978986.48870
1689480000000,30174.10,30199.70,30120.00,30143.60,6943.449,209407398.55590,66213,3276.493,98823400.90620
1689483600000,30143.60,30228.80,30143.50,30225.00,4625.117,139646719.55910,51415,3055.213,92240969.76960
1689487200000,30225.00,30300.90,30210.40,30245.00,5195.739,157176619.28730,57419,2814.421,85139742.27910
1689490800000,30245.00,30284.90,30233.50,30253.00,3328.160,100708426.47120,42505,1602.510,48492264.68570
1689494400000,30253.00,30294.80,30250.00,30283.20,3159.153,95639041.86890,38975,1516.699,45915482.88290
1689498000000,30283.30,30305.00,30270.80,30290.00,4587.444,138950412.23120,45384,2509.332,76008953.60770
1689501600000,30289.90,30338.50,30257.10,30273.40,8394.777,254313119.98720,71621,4053.706,122815318.46430
1689505200000,30273.50,30308.20,30263.40,30293.60,3454.051,104620615.68640,41554,2001.426,60623711.33340
1689508800000,30293.60,30330.00,30270.80,30280.80,3654.425,110718053.31890,45513,1653.266,50094688.80570
1689512400000,30280.90,30300.20,30254.10,30292.40,4118.631,124705583.43450,43923,2021.533,61212822.01690
1689516000000,30292.50,30441.60,30292.40,30388.60,21324.276,647669233.24396,166491,11271.306,342335497.18736
1689519600000,30388.60,30419.70,30360.00,30366.00,7187.579,218387303.51780,73221,3029.122,92048863.75320
1689523200000,30365.90,30391.80,30305.50,30349.60,7309.669,221854999.87230,66435,3340.105,101386224.89600
1689526800000,30349.50,30388.00,30344.00,30365.50,3114.342,94570876.08370,40358,1496.069,45430385.44990
1689530400000,30365.50,30379.10,30193.90,30260.50,11451.258,346702527.56520,94450,4465.593,135202974.84380
1689534000000,30260.60,30286.80,30179.00,30239.50,7548.628,228281989.11150,79917,3724.408,112643856.17140
1689537600000,30239.60,30282.60,30222.50,30255.00,3726.014,112739921.28440,51386,1974.131,59735927.54130
1689541200000,30254.90,30301.00,30254.90,30274.90,2809.778,85085286.27680,35898,1696.361,51369597.89640
1689544800000,30274.90,30349.60,30245.10,30309.50,5383.315,163170459.46800,59996,2826.038,85661726.75250
1689548400000,30309.50,30320.70,30110.60,30216.80,13460.551,406432479.84992,125695,5873.724,177341169.08900
1689552000000,30216.90,30299.60,30161.00,30200.50,9315.554,281542213.32480,100323,4713.621,142472423.88110
1689555600000,30200.50,30329.70,30176.70,30276.90,8161.077,246991814.46300,70723,4465.557,135139757.73920
1689559200000,30276.80,30288.60,30243.00,30249.60,2719.348,82311454.39450,40204,1053.722,31895325.49520
1689562800000,30249.50,30309.40,30240.20,30295.90,2504.219,75819900.16950,37404,1452.574,43979048.45650
1689566400000,30295.90,30302.70,30255.20,30281.30,2792.179,84557186.05960,38166,1005.017,30435224.17590
1689570000000,30281.20,30313.90,30246.40,30250.60,4205.013,127334971.48580,48405,1968.617,59617730.43990
1689573600000,30250.50,30267.80,30220.20,30259.90,3225.127,97561968.25660,38768,1575.829,47672135.21840
1689577200000,30259.80,30275.80,30228.10,30265.30,3026.331,91558303.41080,38273,1514.645,45824435.99850
1689580800000,30265.20,30309.40,30241.60,30242.70,5287.163,160084716.01470,53936,2499.682,75695258.91180
1689584400000,30242.60,30260.40,30130.00,30163.60,11047.613,333629307.16600,107309,4931.129,148937633.96040
1689588000000,30163.50,30198.40,29910.00,30146.40,36872.449,1108856482.70330,272883,16722.038,503004804.80446
1689591600000,30146.40,30249.40,30126.70,30145.00,14526.607,438617053.57635,127295,7394.414,223281311.85005
1689595200000,30145.00,30200.20,30015.90,30196.90,22531.505,678266882.80150,194432,11807.544,355487065.38050
1689598800000,30196.90,30300.00,30146.30,30276.00,18128.569,547918205.14420,153656,9738.831,294371904.83090
1689602400000,30276.00,30297.90,30213.70,30263.00,10396.003,314531981.89790,100562,4616.642,139693121.86910
1689606000000,30262.90,30285.50,30100.00,30163.40,15430.731,465676626.16960,137508,6643.031,200465075.74250
1689609600000,30163.40,30224.40,30062.30,30126.00,14605.893,440180642.22340,147751,7057.173,212695458.68940
1689613200000,30125.90,30146.60,29885.00,30015.50,33458.617,1004681533.28820,275241,15238.449,457664136.33346
1689616800000,30015.60,30051.20,29630.00,29783.90,53493.838,1595482780.56068,398241,23775.475,709279655.84850
1689620400000,29784.00,29924.50,29735.60,29870.00,20595.534,614576059.65940,196713,10833.051,323269878.38370
1689624000000,29869.90,29978.20,29864.60,29907.10,9420.220,281904906.59114,103901,4679.385,140041324.52924
1689627600000,29907.10,30282.90,29907.00,30229.90,22419.145,674895232.66486,178480,13045.215,392684260.01366
1689631200000,30229.90,30258.00,30086.60,30096.30,13138.630,396458807.19770,123289,5535.371,167049166.90580
1689634800000,30096.30,30160.80,30062.20,30126.10,6812.062,205110480.25970,71206,3758.097,113155460.85120
